movie_id,title,genres,year,genre_count
171,Jeffrey (1995),Comedy|Drama,1995,2
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,3
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995,3
174,Jury Duty (1995),Comedy,1995,1
175,Kids (1995),Drama,1995,1
176,Living in Oblivion (1995),Comedy,1995,1
177,Lord of Illusions (1995),Horror,1995,1
180,Mallrats (1995),Comedy|Romance,1995,2
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995,2
185,The Net (1995),Action|Crime|Thriller,1995,3
186,Nine Months (1995),Comedy|Romance,1995,2
188,The Prophecy (1995),Fantasy|Horror|Mystery,1995,3
190,Safe (1995),Thriller,1995,1
191,The Scarlet Letter (1995),Drama|Romance,1995,2
193,Showgirls (1995),Drama,1995,1
194,Smoke (1995),Comedy|Drama,1995,2
195,Something to Talk About (1995),Comedy|Drama|Romance,1995,3
196,Species (1995),Horror|Sci-Fi,1995,2
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,6
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995,1
204,Under Siege 2: Dark Territory (1995),Action,1995,1
205,Unstrung Heroes (1995),Comedy|Drama,1995,2
207,A Walk in the Clouds (1995),Drama|Romance,1995,2
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995,3
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994,1
215,Before Sunrise (1995),Drama|Romance,1995,2
216,Billy Madison (1995),Comedy,1995,1
217,The Babysitter (1995),Drama|Thriller,1995,2
218,Boys on the Side (1995),Comedy|Drama,1995,2
222,Circle of Friends (1995),Drama|Romance,1995,2
223,Clerks (1994),Comedy,1994,1
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995,3
225,Disclosure (1994),Drama|Thriller,1994,2
227,Drop Zone (1994),Action|Thriller,1994,2
229,Death and the Maiden (1994),Drama|Thriller,1994,2
230,Dolores Claiborne (1995),Drama|Thriller,1995,2
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994,2
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994,3
233,Exotica (1994),Drama,1994,1
234,Exit to Eden (1994),Comedy,1994,1
235,Ed Wood (1994),Comedy|Drama,1994,2
236,French Kiss (1995),Action|Comedy|Romance,1995,3
237,Forget Paris (1995),Comedy|Romance,1995,2
239,A Goofy Movie (1995),Animation|Children|Comedy|Romance,1995,4
242,Farinelli: il castrato (1994),Drama|Musical,1994,2
246,Hoop Dreams (1994),Documentary,1994,1
247,Heavenly Creatures (1994),Crime|Drama,1994,2
248,Houseguest (1994),Comedy,1994,1
249,Immortal Beloved (1994),Drama|Romance,1994,2
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995,2
252,I.Q. (1994),Comedy|Romance,1994,2
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994,2
255,The Jerky Boys (1995),Comedy,1995,1
256,Junior (1994),Comedy|Sci-Fi,1994,2
257,Just Cause (1995),Mystery|Thriller,1995,2
258,A Kid in King Arthur's Court (1995),Adventure|Children|Comedy|Fantasy|Romance,1995,5
259,Kiss of Death (1995),Crime|Drama|Thriller,1995,3
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977,3
261,Little Women (1994),Drama,1994,1
262,A Little Princess (1995),Children|Drama,1995,2
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992,3
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994,4
267,Major Payne (1995),Comedy,1995,1
270,Love Affair (1994),Drama|Romance,1994,2
272,The Madness of King George (1994),Comedy|Drama,1994,2
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994,3
274,Man of the House (1995),Comedy,1995,1
275,Mixed Nuts (1994),Comedy,1994,1
276,Milk Money (1994),Comedy|Romance,1994,2
277,Miracle on 34th Street (1994),Drama,1994,1
280,Murder in the First (1995),Drama|Thriller,1995,2
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994,3
282,Nell (1994),Drama,1994,1
288,Natural Born Killers (1994),Action|Crime|Thriller,1994,3
289,Only You (1994),Comedy|Romance,1994,2
290,Once Were Warriors (1994),Crime|Drama,1994,2
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995,4
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994,4
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994,4
300,Quiz Show (1994),Drama,1994,1
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994,2
303,The Quick and the Dead (1995),Action|Thriller|Western,1995,3
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994,1
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994,1
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993,1
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994,2
312,Stuart Saves His Family (1995),Comedy,1995,1
314,The Secret of Roan Inish (1994),Children|Drama|Fantasy|Mystery,1994,4
315,The Specialist (1994),Action|Drama|Thriller,1994,3
316,Stargate (1994),Action|Adventure|Sci-Fi,1994,3
317,The Santa Clause (1994),Comedy|Drama|Fantasy,1994,3
318,The Shawshank Redemption (1994),Crime|Drama,1994,2
319,Shallow Grave (1994),Comedy|Drama|Thriller,1994,3
322,Swimming with Sharks (1995),Comedy|Drama,1995,2
325,National Lampoon's Senior Trip (1995),Comedy,1995,1
327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995,3
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995,2
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994,3
330,Tales from the Hood (1995),Action|Crime|Horror,1995,3
332,Village of the Damned (1995),Horror|Sci-Fi,1995,2
333,Tommy Boy (1995),Comedy,1995,1
334,Vanya on 42nd Street (1994),Drama,1994,1
337,What's Eating Gilbert Grape (1993),Drama,1993,1
338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995,3
339,While You Were Sleeping (1995),Comedy|Romance,1995,2
340,The War (1994),Adventure|Drama|War,1994,3
342,Muriel's Wedding (1994),Comedy,1994,1
343,The Baby-Sitters Club (1995),Children,1995,1
344,Ace Ventura: Pet Detective (1994),Comedy,1994,1
345,"The Adventures of Priscilla, Queen of the Desert (1994)",Comedy|Drama,1994,2
346,Backbeat (1993),Drama|Musical,1993,2
347,Bitter Moon (1992),Drama|Film-Noir|Romance,1992,3
348,Bullets Over Broadway (1994),Comedy,1994,1
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994,4
350,The Client (1994),Drama|Mystery|Thriller,1994,3
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994,3
353,The Crow (1994),Action|Crime|Fantasy|Thriller,1994,4
354,Cobb (1994),Drama,1994,1
355,The Flintstones (1994),Children|Comedy|Fantasy,1994,3
356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994,4
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994,2
358,Higher Learning (1995),Drama,1995,1
360,I Love Trouble (1994),Action|Comedy,1994,2
361,It Could Happen to You (1994),Comedy|Drama|Romance,1994,3
362,The Jungle Book (1994),Adventure|Children|Romance,1994,3
364,The Lion King (1994),Adventure|Animation|Children|Drama|Musical,1994,5
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994,4
367,The Mask (1994),Action|Comedy|Crime|Fantasy,1994,4
368,Maverick (1994),Adventure|Comedy|Western,1994,3
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994,2
371,The Paper (1994),Comedy|Drama,1994,2
372,Reality Bites (1994),Comedy|Drama|Romance,1994,3
373,Red Rock West (1992),Thriller,1992,1
374,Richie Rich (1994),Children|Comedy,1994,2
376,The River Wild (1994),Action|Thriller,1994,2
377,Speed (1994),Action|Romance|Thriller,1994,3
378,Speechless (1994),Comedy|Romance,1994,2
379,Timecop (1994),Action|Sci-Fi|Thriller,1994,3
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994,5
381,When a Man Loves a Woman (1994),Drama|Romance,1994,2
382,Wolf (1994),Drama|Horror|Romance|Thriller,1994,4
383,Wyatt Earp (1994),Western,1994,1
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1965,3
393,Street Fighter (1994),Action|Adventure|Fantasy,1994,3
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1994,2
407,In the Mouth of Madness (1995),Horror|Thriller,1995,2
410,Addams Family Values (1993),Children|Comedy|Fantasy,1993,3
412,The Age of Innocence (1993),Drama,1993,1
413,Airheads (1994),Comedy,1994,1
414,The Air Up There (1994),Comedy,1994,1
415,Another Stakeout (1993),Comedy|Thriller,1993,2
416,Bad Girls (1994),Western,1994,1
417,Barcelona (1994),Comedy|Romance,1994,2
419,The Beverly Hillbillies (1993),Comedy,1993,1
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1994,4
421,Black Beauty (1994),Adventure|Children|Drama,1994,3
422,Blink (1994),Thriller,1994,1
423,Blown Away (1994),Action|Thriller,1994,2
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1993,3
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1993,4
428,A Bronx Tale (1993),Drama,1993,1
429,Cabin Boy (1994),Comedy,1994,1
431,Carlito's Way (1993),Crime|Drama,1993,2
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1994,3
433,Clean Slate (1994),Comedy,1994,1
434,Cliffhanger (1993),Action|Adventure|Thriller,1993,3
435,Coneheads (1993),Comedy|Sci-Fi,1993,2
436,Color of Night (1994),Drama|Thriller,1994,2
437,Cops and Robbersons (1994),Comedy,1994,1
438,The Cowboy Way (1994),Action|Comedy|Drama,1994,3
440,Dave (1993),Comedy|Romance,1993,2
441,Dazed and Confused (1993),Comedy,1993,1
442,Demolition Man (1993),Action|Adventure|Sci-Fi,1993,3
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993,2
445,Fatal Instinct (1993),Comedy,1993,1
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,1993,2
448,Fearless (1993),Drama,1993,1
450,With Honors (1994),Comedy|Drama,1994,2
453,For Love or Money (1993),Comedy|Romance,1993,2
454,The Firm (1993),Drama|Thriller,1993,2
455,Free Willy (1993),Adventure|Children|Drama,1993,3
457,The Fugitive (1993),Thriller,1993,1
458,Geronimo: An American Legend (1993),Drama|Western,1993,2
459,The Getaway (1994),Action|Adventure|Crime|Drama|Romance|Thriller,1994,6
464,Hard Target (1993),Action|Adventure|Crime|Thriller,1993,4
466,Hot Shots! Part Deux (1993),Action|Comedy|War,1993,3
468,The Englishman Who Went Up a Hill But Came Down a Mountain (1995),Comedy|Romance,1995,2
469,The House of the Spirits (1993),Drama|Romance,1993,2
471,The Hudsucker Proxy (1994),Comedy,1994,1
472,I'll Do Anything (1994),Comedy|Drama,1994,2
473,In the Army Now (1994),Comedy|War,1994,2
474,In the Line of Fire (1993),Action|Thriller,1993,2
475,In the Name of the Father (1993),Drama,1993,1
477,What's Love Got to Do with It? (1993),Drama|Musical,1993,2
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,1993,4
481,Kalifornia (1993),Drama|Thriller,1993,2
482,Killing Zoe (1994),Crime|Drama|Thriller,1994,3
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,1993,4
489,Made in America (1993),Comedy,1993,1
490,Malice (1993),Thriller,1993,1
491,The Man Without a Face (1993),Drama,1993,1
492,Manhattan Murder Mystery (1993),Comedy|Mystery,1993,2
493,Menace II Society (1993),Action|Crime|Drama,1993,3
494,Executive Decision (1996),Action|Adventure|Thriller,1996,3
497,Much Ado About Nothing (1993),Comedy|Romance,1993,2
500,Mrs. Doubtfire (1993),Comedy|Drama,1993,2
501,Naked (1993),Drama,1993,1
502,The Next Karate Kid (1994),Action|Children|Romance,1994,3
505,North (1994),Comedy,1994,1
507,A Perfect World (1993),Crime|Drama|Thriller,1993,3
508,Philadelphia (1993),Drama,1993,1
509,The Piano (1993),Drama|Romance,1993,2
514,The Ref (1994),Comedy,1994,1
515,The Remains of the Day (1993),Drama|Romance,1993,2
516,Renaissance Man (1994),Comedy|Drama,1994,2
517,Rising Sun (1993),Action|Drama|Mystery,1993,3
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,1993,5
520,Robin Hood: Men in Tights (1993),Comedy,1993,1
522,Romper Stomper (1992),Action|Drama,1992,2
524,Rudy (1993),Drama,1993,1
527,Schindler's List (1993),Drama|War,1993,2
529,Searching for Bobby Fischer (1993),Drama,1993,1
531,The Secret Garden (1993),Children|Drama,1993,2
532,Serial Mom (1994),Comedy|Crime|Horror,1994,3
533,The Shadow (1994),Action|Adventure|Fantasy|Mystery,1994,4
534,Shadowlands (1993),Drama|Romance,1993,2
535,Short Cuts (1993),Drama,1993,1
537,Sirens (1994),Drama,1994,1
538,Six Degrees of Separation (1993),Drama,1993,1
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,1993,3
540,Sliver (1993),Thriller,1993,1
541,Blade Runner (1982),Action|Sci-Fi|Thriller,1982,3
542,Son in Law (1993),Comedy|Drama|Romance,1993,3
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,1993,3
544,Striking Distance (1993),Action|Crime,1993,2
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,6
548,Terminal Velocity (1994),Action|Mystery|Thriller,1994,3
550,Threesome (1994),Comedy|Romance,1994,2
551,The Nightmare Before Christmas (1993),Animation|Children|Fantasy|Musical,1993,4
552,The Three Musketeers (1993),Action|Adventure|Comedy|Romance,1993,4
553,Tombstone (1993),Action|Drama|Western,1993,3
555,True Romance (1993),Crime|Thriller,1993,2
556,The War Room (1993),Documentary,1993,1
558,The Pagemaster (1994),Action|Adventure|Animation|Children|Fantasy,1994,5
562,Welcome to the Dollhouse (1995),Comedy|Drama,1995,2
569,Little Big League (1994),Comedy|Drama,1994,2
575,The Little Rascals (1994),Children|Comedy,1994,2
580,Princess Caraboo (1994),Drama,1994,1
585,The Brady Bunch Movie (1995),Comedy,1995,1
586,Home Alone (1990),Children|Comedy,1990,2
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,1990,5
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,1992,5
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,1991,2
590,Dances with Wolves (1990),Adventure|Drama|Western,1990,3
592,Batman (1989),Action|Crime|Thriller,1989,3
593,The Silence of the Lambs (1991),Crime|Horror|Thriller,1991,3
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,1937,5
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance,1991,5
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,1940,4
597,Pretty Woman (1990),Comedy|Romance,1990,2
599,The Wild Bunch (1969),Adventure|Western,1969,2
605,One Fine Day (1996),Drama|Romance,1996,2
608,Fargo (1996),Comedy|Crime|Drama|Thriller,1996,4
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,1996,2
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,1981,5
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,1996,3
612,The Pallbearer (1996),Comedy,1996,1
613,Jane Eyre (1996),Drama|Romance,1996,2
616,The Aristocats (1970),Animation|Children,1970,2
619,Ed (1996),Comedy,1996,1
627,The Last Supper (1995),Drama|Thriller,1995,2
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,1996,4
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,1996,6
637,Sgt. Bilko (1996),Comedy,1996,1
640,Diabolique (1996),Drama|Thriller,1996,2
647,Courage Under Fire (1996),Action|Crime|Drama|War,1996,4
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,1996,4
653,Dragonheart (1996),Action|Adventure|Fantasy,1996,3
656,Eddie (1996),Comedy,1996,1
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,1996,5
662,Fear (1996),Thriller,1996,1
663,Kids in the Hall: Brain Candy (1996),Comedy,1996,1
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,1996,1
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,1996,2
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,6
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,1968,3
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,1993,2
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,1995,4
694,The Substitute (1996),Action|Crime|Drama,1996,3
697,Feeling Minnesota (1996),Drama|Romance,1996,2
700,Angus (1995),Comedy,1995,1
704,The Quest (1996),Action|Adventure,1996,2
707,Mulholland Falls (1996),Crime|Drama|Thriller,1996,3
708,The Truth About Cats & Dogs (1996),Comedy|Romance,1996,2
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,1988,5
710,Celtic Pride (1996),Comedy,1996,1
711,Flipper (1996),Adventure|Children,1996,2
714,Dead Man (1995),Drama|Mystery|Western,1995,3
719,Multiplicity (1996),Comedy,1996,1
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,1996,3
724,The Craft (1996),Drama|Fantasy|Horror|Thriller,1996,4
725,The Great White Hype (1996),Comedy,1996,1
728,Cold Comfort Farm (1995),Comedy,1995,1
733,The Rock (1996),Action|Adventure|Thriller,1996,3
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,1994,1
736,Twister (1996),Action|Adventure|Romance|Thriller,1996,4
737,Barb Wire (1996),Action|Sci-Fi,1996,2
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,1995,2
742,Thinner (1996),Horror|Thriller,1996,2
743,Spy Hard (1996),Comedy,1996,1
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,1995,3
748,The Arrival (1996),Action|Sci-Fi|Thriller,1996,3
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,1964,2
761,The Phantom (1996),Action|Adventure,1996,2
762,Striptease (1996),Comedy|Crime,1996,2
765,Jack (1996),Comedy|Drama,1996,2
778,Trainspotting (1996),Comedy|Crime|Drama,1996,3
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,1996,4
781,Stealing Beauty (1996),Drama,1996,1
782,The Fan (1996),Drama|Thriller,1996,2
783,The Hunchback of Notre Dame (1996),Animation|Children|Drama|Musical|Romance,1996,5
784,The Cable Guy (1996),Comedy|Thriller,1996,2
785,Kingpin (1996),Comedy,1996,1
786,Eraser (1996),Action|Drama|Thriller,1996,3
788,The Nutty Professor (1996),Comedy|Fantasy|Romance|Sci-Fi,1996,4
798,Daylight (1996),Action|Adventure|Drama|Thriller,1996,4
799,The Frighteners (1996),Comedy|Horror|Thriller,1996,3
800,Lone Star (1996),Drama|Mystery|Western,1996,3
801,Harriet the Spy (1996),Children|Comedy,1996,2
802,Phenomenon (1996),Drama|Romance,1996,2
804,She's the One (1996),Comedy|Romance,1996,2
805,A Time to Kill (1996),Drama|Thriller,1996,2
809,Fled (1996),Action|Adventure,1996,2
810,Kazaam (1996),Children|Comedy|Fantasy,1996,3
813,Larger Than Life (1996),Comedy,1996,1
818,A Very Brady Sequel (1996),Comedy,1996,1
828,The Adventures of Pinocchio (1996),Adventure|Children,1996,2
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,1996,3
830,The First Wives Club (1996),Comedy,1996,1
832,Ransom (1996),Crime|Thriller,1996,2
833,High School High (1996),Comedy,1996,1
836,Chain Reaction (1996),Action|Adventure|Thriller,1996,3
837,Matilda (1996),Children|Comedy|Fantasy,1996,3
838,Emma (1996),Comedy|Drama|Romance,1996,3
839,The Crow: City of Angels (1996),Action|Thriller,1996,2
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,1996,2
848,The Spitfire Grill (1996),Drama,1996,1
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,1996,4
851,Basquiat (1996),Drama,1996,1
852,Tin Cup (1996),Comedy|Drama|Romance,1996,3
858,The Godfather (1972),Crime|Drama,1972,2
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,1992,4
866,Bound (1996),Crime|Drama|Romance|Thriller,1996,4
880,The Island of Dr. Moreau (1996),Sci-Fi|Thriller,1996,2
881,First Kid (1996),Children|Comedy,1996,2
886,Bulletproof (1996),Action|Comedy|Crime,1996,3
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,1995,2
892,Twelfth Night (1996),Comedy|Drama|Romance,1996,3
